OBJECTID,X,Y,hospital_pk,collection_week,state,ccn,hospital_name,address,city,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,a_adult_hospbeds_7d_avg,a_adult_hospinpbeds_7d_avg,inpatient_beds_used_7_day_avg,a_adult_hospinpbed_occ_7d_avg,adults_hospconfsusp_7d_avg,adults_hospconf_7d_avg,pediatric_hospconfsusp_7d_avg,pediatric_hospconf_7d_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,t_staff_adult_icubeds_7d_avg,icu_beds_used_7_day_avg,staff_adult_icubed_occ_7d_avg,staff_icuadultconfsusp_7d_avg,staff_icuadultconf_7_avg,patients_hospconf_flu_7d_avg,icu_patients_conf_flu_7d_avg,hospconf_flucovid_7d_avg,total_beds_7_day_sum,a_adult_hospbeds_7d_sum,a_adult_hospinpbeds_7d_sum,inpatient_beds_used_7_day_sum,a_adult_hospinpbed_occ_7d_sum,adults_hospconfsusp_7d_sum,adults_hospconf_7d_sum,pediatric_hospconfsusp_7d_sum,pediatric_hospconf_7d_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,t_staff_adult_icubeds_7d_sum,icu_beds_used_7_day_sum,staff_adult_icubed_occ_7d_sum,staff_icuadultconfsusp_7d_sum,staff_icuadultconf_7d_sum,patients_hospconf_flu_7d_sum,icu_patients_conf_flu_7d_sum,hospconf_flucovid_7d_sum,total_beds_7_day_coverage,a_adult_hospbeds_7d_cov,a_adult_hospinpbeds_7d_cov,inpatient_beds_used_7d_cov,a_adult_hospinpbed_occ_7d_cov,adults_hospconfsusp_7d_cov,adults_hospconf_7d_cov,pediatric_hospconfsusp_7d_cov,pediatric_hospconf_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,t_staff_adult_icubeds_7d_cov,icu_beds_used_7_day_coverage,staff_adult_icubed_occ_7d_cov,staff_icuadultconfsusp_7d_cov,staff_icuadultconf_7_cov,patients_hospconf_flu_7d_cov,icu_patients_conf_flu_7d_cov,hospconf_flucovid_7d_cov,prevadmit_adult_conf_7d_sum,prevadmit_1819_conf_7d_sum,prevadmit_2029_conf_7d_sum,prevadmit_3039_conf_7d_sum,prevadmit_4049_conf_7d_sum,prevadmit_5059_conf_7d_sum,prevadmit_6069_conf_7d_sum,prevadmit_7079_conf_7d_sum,prevadmit_80p_conf_7d_sum,prevadmit_conf_unk_7d_sum,prevadmit_pedi_conf_7d_sum,prevday_covidED_visits_7d_sum,prevadmit_adult_susp_7d_sum,prevadmit_1819_susp_7d_sum,prevadmit_2029_susp_7d_sum,prevadmit_3039_susp_7d_sum,prevadmit_4049_susp_7d_sum,prevadmit_5059_susp_7d_sum,prevadmit_6069_susp_7d_sum,prevadmit_7079_susp_7d_sum,prevadmit_80p_susp_7d_sum,prevadmit_susp_unk_7d_sum,prevadmit_pedi_susp_7d_sum,prevday_totED_visits_7d_sum,prevadmit_flu_conf_7d_sum,zip_code,last_updated
2489,-90.4762430165318,38.5281429805458,260081,2022/01/28 00:00:00+00,MO,260081,SSM HEALTH ST CLARE HOSPITAL - FENTON,1015 BOWLES,FENTON,Short Term,29099,True,187.7,182.7,156.7,158,153,34.9,33,0,0,161.7,15.7,15.7,14,14,4.1,4.1,0,0,0,1314,1279,1071,1106,1071,244,231,0,0,1132,110,110,98,98,29,29,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,29,0,-999999,0,-999999,-999999,5,15,-999999,0,0,90,40,0,-999999,4,-999999,5,7,12,8,0,0,568,0,63026,2022/02/07 16:48:00+00
2490,-94.5389239517286,37.0553282601303,262016,2022/01/28 00:00:00+00,MO,262016,LANDMARK HOSPITAL OF JOPLIN LLC,2040 W 32ND STREET,JOPLIN,Long Term,29097,True,18.3,18.3,21.7,20.9,20.9,8.6,8.6,0,0,21.7,0,0,0,0,0,0,0,0,0,128,128,174,146,146,60,60,0,0,152,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,-999999,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64804,2022/02/07 16:48:00+00
2491,-92.6357995200581,37.6813985584057,260059,2022/01/28 00:00:00+00,MO,260059,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,Short Term,29105,True,0,0,53,23,23,10.1,8.3,0,0,53,13,13,5.9,5.9,-999999,-999999,0,0,0,0,0,255,161,161,71,58,0,0,371,91,91,41,41,26,23,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,-999999,0,-999999,-999999,-999999,0,0,100,11,0,-999999,0,-999999,0,-999999,5,-999999,0,-999999,420,0,65536,2022/02/07 16:48:00+00
2492,-93.7237047002291,38.7668799510069,260097,2022/01/28 00:00:00+00,MO,260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,Short Term,29101,True,0,0,40.6,39.7,39.7,12.3,12.3,0,0,40.6,8,8,7.9,7.9,6.3,6.3,0,0,0,0,0,175,278,278,86,86,0,0,284,56,56,55,55,44,44,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,4,0,-999999,0,0,0,-999999,-999999,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,367,0,64093,2022/02/07 16:48:00+00
2493,-90.3953448265765,38.1968165739424,260023,2022/01/28 00:00:00+00,MO,260023,MERCY HOSPITAL JEFFERSON,1400 US HIGHWAY 61,FESTUS,Short Term,29099,True,0,0,207.3,179.6,175.9,62.1,49,-999999,0,207.3,12,12,9.3,9.3,7.9,7.7,-999999,-999999,-999999,0,0,1213,1257,1231,435,343,-999999,0,1451,84,84,65,65,55,54,9,-999999,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,37,-999999,-999999,5,-999999,9,7,4,8,0,0,196,69,0,12,7,4,10,10,13,13,0,-999999,538,-999999,63028,2022/02/07 16:48:00+00
2494,-93.8765489560908,39.1891774997066,261320,2022/01/28 00:00:00+00,MO,261320,LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,Critical Access Hospitals,29107,True,35,35,25,5,5,-999999,-999999,0,0,25,0,0,0,0,0,0,0,0,0,245,245,175,35,35,14,14,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,-999999,-999999,-999999,-999999,-999999,0,0,37,0,0,0,0,0,0,0,0,0,0,0,165,0,64067,2022/02/07 16:48:00+00
2495,-93.7109346355968,36.9701908163913,261316,2022/01/28 00:00:00+00,MO,261316,MERCY HOSPITAL AURORA,500 PORTER AVENUE,AURORA,Critical Access Hospitals,29109,False,0,0,24.1,12,12,7.4,6.9,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,96,84,84,52,48,0,0,169,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,-999999,0,0,0,-999999,-999999,-999999,0,0,53,-999999,0,-999999,0,0,-999999,-999999,0,0,0,0,235,0,65605,2022/02/07 16:48:00+00
2496,-90.9642654987816,38.9840527572592,261319,2022/01/28 00:00:00+00,MO,261319,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,Critical Access Hospitals,29113,True,0,0,22.9,9.6,9.6,5.9,5,0,0,22.9,4,4,-999999,-999999,-999999,-999999,0,0,0,0,0,96,67,67,41,35,0,0,160,28,28,15,15,12,11,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,-999999,-999999,-999999,-999999,-999999,0,0,0,80,6,0,0,0,0,-999999,-999999,-999999,0,0,0,219,0,63379,2022/02/07 16:48:00+00
2497,-93.0686467738357,39.7749330483451,261307,2022/01/28 00:00:00+00,MO,261307,PERSHING MEMORIAL HOSPITAL,130 EAST LOCKLING,BROOKFIELD,Critical Access Hospitals,29115,False,0,0,15,-999999,-999999,-999999,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,85,25,25,8,0,0,0,105,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,-999999,0,0,0,0,0,0,-999999,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,90,0,64628,2022/02/07 16:48:00+00
2498,-93.5503458466323,39.8229586127713,261321,2022/01/28 00:00:00+00,MO,261321,HEDRICK MEDICAL CENTER,2799 NORTH WASHINGTON STREET,CHILLICOTHE,Critical Access Hospitals,29117,False,0,0,25,17.9,17.9,4,-999999,0,0,25,4,4,-999999,-999999,-999999,-999999,0,0,0,0,0,175,125,125,28,26,0,0,175,28,28,25,25,11,11,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,5,0,0,0,0,0,-999999,-999999,-999999,0,0,41,0,0,0,0,0,0,0,0,0,0,0,172,0,64601,2022/02/07 16:48:00+00
2499,-91.4498957020463,39.7105900057175,260025,2022/01/28 00:00:00+00,MO,260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,Short Term,29127,True,0,0,99,74.1,74.1,15,15,0,0,99,12,12,9.7,9.7,-999999,-999999,0,0,0,0,0,805,519,519,105,105,0,0,693,84,84,68,68,9,9,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,17,0,0,0,-999999,-999999,8,4,-999999,0,0,138,0,0,0,0,0,0,0,0,0,0,0,368,0,63401,2022/02/07 16:48:00+00
2500,-92.4680656811541,39.7478300052452,261313,2022/01/28 00:00:00+00,MO,261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,1205 NORTH MISSOURI ST,MACON,Critical Access Hospitals,29121,False,12,12,25,9.9,9.9,7.3,6.7,0,0,25,0,0,0,0,0,0,0,0,0,12,12,175,69,69,51,47,0,0,175,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,-999999,0,0,0,0,0,-999999,0,-999999,0,0,30,-999999,0,0,0,0,-999999,-999999,0,0,0,0,93,0,63552,2022/02/07 16:48:00+00
2501,-94.3816823186969,38.9414623010876,260216,2022/01/28 00:00:00+00,MO,260216,SAINT LUKE'S EAST HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,Short Term,29095,True,0,0,200,212,194.6,66.9,66.9,0,0,217.4,34.1,23.3,34.4,23.6,10.3,10.3,0,0,0,0,0,1162,1484,1362,468,468,0,0,1522,239,163,241,165,72,72,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,58,0,8,0,-999999,8,14,12,13,0,0,134,0,0,0,0,0,0,0,0,0,0,0,756,0,64086,2022/02/07 16:48:00+00
2502,-90.3027346478345,37.5598103381936,261302,2022/01/28 00:00:00+00,MO,261302,MADISON MEDICAL CENTER,611 W MAIN ST,FREDERICKTOWN,Critical Access Hospitals,29123,False,25,25,17,7.9,7.9,-999999,-999999,0,0,17,0,0,0,0,0,0,0,0,0,25,25,102,55,55,13,12,0,0,119,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,0,-999999,0,0,-999999,0,0,0,0,0,0,-999999,35,0,0,0,0,0,0,0,0,0,0,-999999,100,0,63645,2022/02/07 16:48:00+00
2503,-89.7408068637462,36.2369283495722,260070,2022/01/28 00:00:00+00,MO,260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,Short Term,29155,False,0,0,15,9.4,9.4,-999999,-999999,0,0,15,0,0,0,0,0,0,0,0,0,0,0,269,66,66,6,5,0,0,105,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,-999999,0,0,0,0,0,-999999,0,0,0,0,111,0,63851,2022/02/07 16:48:00+00
2504,-89.5840831331834,36.8889039414418,260113,2022/01/28 00:00:00+00,MO,260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,Short Term,29143,False,0,0,75.6,76.4,66.3,25.1,25.1,-999999,0,107.6,12,12,11.9,11.9,7.1,7.1,-999999,0,0,0,0,549,535,464,176,176,-999999,0,753,84,84,83,83,50,50,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,26,0,6,-999999,-999999,-999999,-999999,4,10,0,0,141,0,0,0,0,0,0,0,0,0,0,-999999,342,-999999,63801,2022/02/07 16:48:00+00
2505,-94.8740660095938,40.3260511533944,260050,2022/01/28 00:00:00+00,MO,260050,MOSAIC MEDICAL CENTER - MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,Short Term,29147,True,27.7,26.1,26.1,26.3,24.7,7.1,7,-999999,-999999,27.7,-999999,-999999,-999999,-999999,0,0,-999999,0,0,194,183,189,184,173,50,49,-999999,-999999,194,14,14,5,5,0,0,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,0,0,-999999,0,-999999,-999999,4,-999999,-999999,-999999,40,-999999,0,0,-999999,0,0,0,0,-999999,-999999,-999999,179,-999999,64468,2022/02/07 16:48:00+00
2506,-89.8649071603442,37.7304875916538,261311,2022/01/28 00:00:00+00,MO,261311,PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,Critical Access Hospitals,29157,False,0,0,31.3,19.3,19.3,8.1,8.1,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,175,135,135,57,57,0,0,219,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,-999999,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,142,0,63775,2022/02/07 16:48:00+00
2507,-91.0635900320563,39.4406177773029,261333,2022/01/28 00:00:00+00,MO,261333,PIKE COUNTY MEMORIAL HOSPITAL,2305 WEST GEORGIA STREET,LOUISIANA,Critical Access Hospitals,29163,False,10,10,10,6.1,6.1,-999999,-999999,0,0,10,0,0,0,0,0,0,0,0,0,70,70,70,43,43,13,11,0,0,70,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,11,-999999,0,0,0,0,0,0,-999999,-999999,0,0,109,0,63353,2022/02/07 16:48:00+00
2508,-93.2216236708786,38.6990843940057,260009,2022/01/28 00:00:00+00,MO,260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,Short Term,29159,True,0,0,70.9,60.3,60.3,27.3,22.6,0,0,70.9,9,9,6.4,6.4,5,4.1,0,0,0,0,0,505,422,422,191,158,0,0,496,63,63,45,45,35,29,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,26,0,-999999,-999999,-999999,4,5,6,6,0,0,60,22,0,0,0,-999999,5,-999999,-999999,8,0,0,419,0,65302,2022/02/07 16:48:00+00
2509,-91.7851218480556,37.9515134641774,260017,2022/01/28 00:00:00+00,MO,260017,PHELPS HEALTH,1000 W 10TH ST,ROLLA,Short Term,29161,True,0,0,129.1,125.1,121.7,35.6,35.6,0,0,132.1,14.6,14.6,14.4,14.4,4.7,4.7,0,0,0,0,0,1062,876,852,249,249,0,0,925,102,102,101,101,33,33,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,28,0,-999999,-999999,-999999,-999999,11,5,4,0,0,155,0,0,0,0,0,0,0,0,0,0,0,536,0,65401,2022/02/07 16:48:00+00
2510,-92.414999433055,39.4239075013551,260074,2022/01/28 00:00:00+00,MO,260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,Short Term,29175,True,0,0,42.3,33,33,6.8,6.8,0,0,42.3,4.3,4.3,4,4,-999999,-999999,0,0,0,0,0,238,198,198,41,41,0,0,254,26,26,24,24,11,11,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,0,7,0,0,0,0,-999999,0,-999999,4,0,0,94,0,0,0,0,0,0,0,0,0,0,0,193,0,65270,2022/02/07 16:48:00+00
2511,-93.0057750543311,40.482085369288,261305,2022/01/28 00:00:00+00,MO,261305,PUTNAM COUNTY MEMORIAL HOSPITAL,1926 OAK STREET  PO BOX 389,UNIONVILLE,Critical Access Hospitals,29171,False,0,0,15,-999999,-999999,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,105,11,11,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,9,0,63565,2022/02/07 16:48:00+00
2512,-93.4209033343198,37.6267320281139,260195,2022/01/28 00:00:00+00,MO,260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,Short Term,29167,True,0,0,85,47.4,47.4,19.6,19.6,0,0,85,10,10,7.7,7.7,5.1,5.1,0,0,0,0,0,595,332,332,137,137,0,0,595,70,70,54,54,36,36,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,0,16,0,0,0,0,-999999,-999999,9,-999999,0,0,67,0,0,0,0,0,0,0,0,0,0,0,274,0,65613,2022/02/07 16:48:00+00
2513,-93.9559043729476,39.2639600016473,261327,2022/01/28 00:00:00+00,MO,261327,RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,Critical Access Hospitals,29177,True,25,25,25,4.1,4.1,-999999,-999999,0,0,25,0,0,0,0,0,0,0,0,0,100,100,175,29,29,8,7,0,0,175,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,0,0,0,0,0,0,0,0,0,0,0,11,-999999,0,0,0,0,0,-999999,0,0,0,0,77,0,64085,2022/02/07 16:48:00+00
2514,-94.6490449642858,39.24704722738,260062,2022/01/28 00:00:00+00,MO,260062,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,Short Term,29165,True,0,0,96,92.9,91.7,30.4,30.4,0,0,97.4,12,12,10.7,10.7,8.6,8.6,-999999,0,0,0,0,612,650,642,213,213,0,0,682,84,84,75,75,60,60,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,27,-999999,-999999,-999999,-999999,-999999,11,7,-999999,0,0,118,-999999,0,0,0,0,0,0,-999999,0,0,0,624,0,64154,2022/02/07 16:48:00+00
2515,-90.7753250798096,38.801917563566,260200,2022/01/28 00:00:00+00,MO,260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,LAKE SAINT LOUIS,Short Term,29183,True,193.4,192.4,162.4,160.4,157.4,47.9,45.4,-999999,-999999,163.4,9.4,9.4,7.1,7.1,-999999,-999999,0,0,0,1354,1347,984,1123,1102,335,318,-999999,-999999,1144,66,66,50,50,24,23,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,33,0,-999999,-999999,-999999,-999999,6,7,12,0,0,81,23,0,-999999,-999999,-999999,5,5,4,6,0,0,611,0,63367,2022/02/07 16:48:00+00
2516,-90.5790168003083,38.7929359771281,260191,2022/01/28 00:00:00+00,MO,260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,Short Term,29183,True,96.4,96.4,80.4,79,79,23.7,22.1,0,0,80.4,9.9,9.9,9.9,9.9,5.7,5.6,0,0,0,675,675,660,553,553,166,155,0,0,563,69,69,69,69,40,39,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,0,-999999,4,4,4,5,5,-999999,0,0,168,-999999,0,0,0,0,0,0,0,-999999,0,0,407,0,63376,2022/02/07 16:48:00+00
2517,-90.4839304790291,38.7802218034772,260005,2022/01/28 00:00:00+00,MO,260005,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,300 1ST CAPITOL DR,SAINT CHARLES,Short Term,29183,True,151.3,151.3,119.3,96.9,96.9,31.1,30,-999999,-999999,119.3,7.4,7.4,7,7,-999999,-999999,0,0,0,1059,1059,1113,678,678,218,210,24,23,835,52,52,49,49,23,23,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,0,-999999,0,0,-999999,-999999,5,-999999,0,0,51,11,0,0,-999999,0,-999999,-999999,4,-999999,0,0,569,0,63301,2022/02/07 16:48:00+00
2518,-90.698447772627,38.7159525550508,260219,2022/01/28 00:00:00+00,MO,260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,Short Term,29183,True,58.3,58.3,44.3,44,44,20.3,20,0,0,44.3,6,6,4.7,4.7,-999999,-999999,0,0,0,408,408,336,308,308,142,140,0,0,310,42,42,33,33,15,15,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17,0,-999999,-999999,-999999,-999999,-999999,4,-999999,0,0,122,0,0,0,0,0,0,0,0,0,0,0,338,0,63368,2022/02/07 16:48:00+00
2519,-94.0202880670365,38.192947621085,261301,2022/01/28 00:00:00+00,MO,261301,ELLETT MEMORIAL HOSPITAL,610 N OHIO AVE,APPLETON CITY,Critical Access Hospitals,29185,False,0,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,0,0,0,0,0,0,0,0,84,23,23,8,8,-999999,-999999,23,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,0,4,0,0,0,0,0,-999999,-999999,0,0,0,5,-999999,0,0,0,0,0,0,-999999,0,0,0,22,0,64724,2022/02/07 16:48:00+00
2520,-90.4839304790291,38.7802218034772,262013,2022/01/28 00:00:00+00,MO,262013,SELECT SPECIALTY HOSPITAL-ST LOUIS,300 FIRST CAPITOL DRIVE,SAINT CHARLES,Long Term,29183,True,0,71,71,60.4,60.4,-999999,-999999,0,0,71,0,0,0,0,0,0,0,0,0,0,497,231,423,423,7,7,0,0,497,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63301,2022/02/07 16:48:00+00
2521,-90.0555904477891,37.9687572582179,261330,2022/01/28 00:00:00+00,MO,261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,800 STE GENEVIEVE DRIVE PO BOX 468,SAINTE GENEVIEVE,Critical Access Hospitals,29186,False,21.3,21.3,25,10.4,10.4,-999999,-999999,0,0,25,0,0,0,0,0,0,0,0,0,85,85,168,73,73,23,23,0,0,175,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,-999999,0,0,0,0,0,-999999,0,-999999,0,0,8,0,0,0,0,0,0,0,0,0,0,0,90,0,63670,2022/02/07 16:48:00+00
2522,-90.5327350322776,37.9126164121145,261315,2022/01/28 00:00:00+00,MO,261315,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,Critical Access Hospitals,29187,True,8,8,-999999,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,56,56,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,195,0,63628,2022/02/07 16:48:00+00
2523,-90.4382525433033,37.7806441848079,260163,2022/01/28 00:00:00+00,MO,260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,Short Term,29187,True,121,121,87,59,59,27.1,27.1,0,0,87,8,8,5.4,5.4,4.4,4.4,-999999,0,-999999,847,847,511,413,413,190,190,0,0,609,56,56,38,38,31,31,5,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,29,0,5,0,0,10,4,4,6,0,0,260,0,0,0,0,0,0,0,0,0,0,0,521,-999999,63640,2022/02/07 16:48:00+00
2524,-90.3800859909412,38.5073339839034,260077,2022/01/28 00:00:00+00,MO,260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,Short Term,29189,True,0,0,544.7,448.4,445.9,145.7,120,0,0,544.7,72,71.1,71,68.9,28.1,24.4,4,-999999,-999999,0,0,3079,3139,3121,1020,840,0,0,3813,504,498,497,482,197,171,28,10,10,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,67,0,-999999,-999999,7,8,16,18,13,0,0,298,127,0,5,4,6,17,32,35,28,0,0,1044,-999999,63128,2022/02/07 16:48:00+00
2525,-90.3107232275935,38.6339693696395,260091,2022/01/28 00:00:00+00,MO,260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,Short Term,29189,True,451.1,247.9,207.9,376,206,47.1,43.6,11.1,8.9,381.1,114,19,112.7,17.1,11,11,0,0,0,3158,1735,1442,2632,1442,330,305,78,62,2668,798,133,789,120,77,77,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,-999999,-999999,0,-999999,6,6,5,-999999,0,8,154,32,-999999,0,-999999,4,-999999,6,4,12,0,15,1272,0,63117,2022/02/07 16:48:00+00
2526,-90.4464030221321,38.6364080005495,260108,2022/01/28 00:00:00+00,MO,260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTRY,Short Term,29189,True,293,293,251,221.6,221.6,63.7,63.3,0,0,251,40,40,33.6,33.6,15,15,-999999,0,0,2051,2051,2098,1551,1551,446,443,0,0,1757,280,280,235,235,105,105,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,71,0,5,12,4,-999999,5,18,24,0,0,254,-999999,0,0,0,0,0,0,0,-999999,-999999,0,598,-999999,63131,2022/02/07 16:48:00+00
2527,-90.2392429440468,38.7754310009888,260180,2022/01/28 00:00:00+00,MO,260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,11133 DUNN ROAD,SAINT LOUIS,Short Term,29189,True,333,333,267,236.9,236.9,79,77.3,0,0,267,26,26,19.9,19.9,12.4,12.3,0,0,0,2331,2331,1561,1658,1658,553,541,0,0,1869,182,182,139,139,87,86,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0,0,0,-999999,-999999,5,-999999,4,0,0,442,-999999,0,0,0,0,0,0,0,-999999,0,0,1233,0,63136,2022/02/07 16:48:00+00
2528,-90.4515780091526,38.5842019871735,260176,2022/01/28 00:00:00+00,MO,260176,ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,Short Term,29189,True,0,0,55,30.4,30.4,4.3,4.3,0,0,55,5.9,5.9,5.9,5.9,-999999,-999999,-999999,0,0,0,0,385,213,213,30,30,0,0,385,41,41,41,41,15,15,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,-999999,0,0,0,0,0,0,-999999,-999999,0,0,8,0,0,0,0,0,0,0,0,0,0,0,139,0,63122,2022/02/07 16:48:00+00
